vehicle_type,vehicle_manoeuvre,junction_location,skidding_and_overturning,hit_object_in_carriageway,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_of_vehicle,driver_home_area_type,casualty_class,sex_of_casualty,age_of_casualty,casualty_severity
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Female,45,7,Rural,Driver or rider,Female,69,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,45,6,Urban area,Driver or rider,Male,45,survived
Car,Turning right,Mid Junction ,Skidded,Other object,Other,Female,22,7,Urban area,Driver or rider,Female,22,survived
Car,Turning left,Cleared junction or waiting,Skidded,Other object,from school,Female,40,10,Urban area,Pedestrian,Female,26,Died
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,47,5,Rural,Pedestrian,Male,5,survived
Car,Reversing,Mid Junction ,Skidded,Other object,Other,Male,25,12,Urban area,Driver or rider,Male,25,survived
Car,Turning left,Leaving main road,Skidded,Other object,Other,Male,34,1,Urban area,Driver or rider,Male,43,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Male,38,7,unknown,Driver or rider,Male,26,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Male,25,7,Urban area,Passenger,Male,26,survived
Car,Waiting to go ,Approaching junction or waiting,Skidded,Other object,from work,Male,28,5,Rural,Driver or rider,Female,20,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,77,10,Urban area,Passenger,Female,75,survived
Motorcycle ,Turning left,Approaching junction or waiting,Skidded,Other object,Other,Male,18,7,Urban area,Driver or rider,Male,18,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Male,27,11,Urban area,Driver or rider,Male,48,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,20,7,Urban area,Passenger,Female,8,survived
Van ,Waiting to go ,Leaving main road,Skidded,Other object,Other,Male,37,1,Urban area,Driver or rider,Male,37,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Journey as part of work,Male,28,8,Urban area,Driver or rider,Male,28,survived
Van ,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,38,7,unknown,Passenger,Female,4,survived
Car,Reversing,Leaving main road,Skidded,Other object,from work,Male,45,4,Rural,Driver or rider,Male,42,survived
Pedal cycle,Reversing,Approaching junction or waiting,Skidded,Other object,Other,Male,61,7,unknown,Driver or rider,Male,42,survived
Car,Turning right,Mid Junction ,Skidded,Other object,Other,Male,74,1,Urban area,Driver or rider,Male,74,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Male,54,7,Urban area,Passenger,Female,24,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Female,68,7,Rural,Driver or rider,Female,68,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,from work,Male,24,8,Urban area,Passenger,Male,28,survived
Motorcycle ,Going ahead other,Approaching junction or waiting,Skidded,Other object,from work,Male,66,3,Urban area,Driver or rider,Male,66,Died
Car,Turning right,Mid Junction ,Skidded,Other object,Other,Female,24,3,Urban area,Driver or rider,Female,24,survived
Motorcycle ,Turning left,Mid Junction ,Skidded,Other object,Other,Male,57,1,Urban area,Driver or rider,Male,57,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,54,7,Small town,Driver or rider,Male,54,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Female,30,5,Urban area,Driver or rider,Female,30,Died
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,48,15,Urban area,Driver or rider,Female,23,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Female,61,1,Rural,Driver or rider,Female,61,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Female,28,15,Urban area,Driver or rider,Female,28,survived
Car,Reversing,Leaving main road,Skidded,Other object,from work,Female,18,9,Rural,Driver or rider,Female,23,survived
Car,Waiting to go ,Approaching junction or waiting,Skidded,Other object,Other,Female,36,6,Urban area,Passenger,Male,8,survived
Bus,Turning left,Cleared junction or waiting,Skidded,Other object,Journey as part of work,Male,59,1,Urban area,Driver or rider,Male,83,Died
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,56,10,Urban area,Driver or rider,Female,72,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,19,11,Urban area,Passenger,Female,36,survived
Car,Waiting to go ,Mid Junction ,Skidded,Other object,Other,Male,37,7,Urban area,Driver or rider,Male,37,survived
Van ,Going ahead other,Leaving roundabout,Skidded ,Other object,Other,Male,36,6,Urban area,Driver or rider,Female,22,survived
Car,Moving off,Mid Junction ,Skidded,Other object,Other,Male,65,4,Urban area,Driver or rider,Male,54,survived
Taxi,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,35,5,Small town,Pedestrian,Male,20,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,21,13,Urban area,Driver or rider,Male,21,survived
Car,Turning right,Mid Junction ,Skidded,Bollard or refuge,Other,Male,29,14,Urban area,Passenger,Female,27,survived
Car,Turning left,Leaving main road,Overturned,Kerb,Other,Male,18,11,Urban area,Driver or rider,Male,18,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,Other,Male,33,2,Urban area,Passenger,Male,5,survived
Car,Waiting to go ,Approaching junction or waiting,Skidded,Other object,Other,Male,43,12,Urban area,Passenger,Female,41,survived
Car,Turning left,Leaving main road,Skidded,Other object,Other,Male,30,14,Urban area,Driver or rider,Male,30,survived
Car,Moving off,Approaching junction or waiting,Skidded,Other object,Other,Male,46,9,Urban area,Driver or rider,Male,43,Died
Car,Going ahead other,Approaching junction or waiting,Skidded,Kerb,Other,Female,44,7,Rural,Passenger,Female,20,survived
Pedal cycle,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,20,7,Urban area,Driver or rider,Female,20,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Male,51,4,Urban area,Driver or rider,Male,40,survived
Car,Turning right,Approaching junction or waiting,Skidded,Other object,Other,Male,44,9,Urban area,Driver or rider,Male,45,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Male,52,12,Small town,Passenger,Male,53,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,69,7,unknown,Driver or rider,Male,69,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,68,7,Rural,Driver or rider,Male,28,survived
Motorcycle ,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,27,9,Urban area,Driver or rider,Male,27,survived
Car,Turning left,Mid Junction ,Skidded,Other object,Other,Female,58,1,Urban area,Passenger,Female,65,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Male,67,14,Rural,Passenger,Female,54,survived
Car,Moving off,Mid Junction ,Skidded,Other object,from work,Male,19,12,Urban area,Driver or rider,Male,31,survived
Pedal cycle,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Female,63,7,unknown,Driver or rider,Female,63,survived
Bus,Turning left,Mid Junction ,Skidded,Other object,Journey as part of work,Male,50,7,Urban area,Passenger,Female,65,survived
Car,Reversing,Leaving main road,Overturned,Other object,from work,Female,19,8,Urban area,Driver or rider,Female,19,survived
Car,Waiting to go ,Approaching junction or waiting,Skidded,Other object,Other,Male,25,6,Urban area,Driver or rider,Male,25,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,Other,Female,56,1,unknown,Passenger,Female,34,survived
Pedal cycle,Going ahead other,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Male,32,7,Urban area,Driver or rider,Male,32,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,53,1,Urban area,Driver or rider,Female,64,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,Other,Female,44,7,Urban area,Passenger,Male,35,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,49,8,Urban area,Driver or rider,Female,56,survived
Motorcycle ,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,15,12,Small town,Driver or rider,Male,15,survived
Motorcycle ,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,34,9,unknown,Driver or rider,Male,34,survived
Car,Turning right,Approaching junction or waiting,Skidded,Other object,Other,Male,75,4,Urban area,Driver or rider,Male,75,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,19,1,Rural,Driver or rider,Male,32,survived
Motorcycle ,Waiting to go ,Leaving main road,Skidded,Other object,Other,Female,60,7,unknown,Pedestrian,Female,9,survived
Car,Waiting to go ,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Male,51,9,Urban area,Driver or rider,Female,29,survived
Minibus,Going ahead other,Cleared junction or waiting,Skidded,Kerb,Journey as part of work,Male,31,7,Urban area,Passenger,Female,76,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,39,5,Urban area,Passenger,Female,18,survived
Pedal cycle,Reversing,Cleared junction or waiting,Skidded,Other object,Other,Male,21,7,Urban area,Driver or rider,Male,21,survived
Car,Going ahead other,Leaving roundabout,Skidded,Other object,Other,Female,39,9,Urban area,Driver or rider,Female,39,survived
Motorcycle ,Turning left,Leaving main road,Skidded,Other object,Other,Female,27,7,Urban area,Driver or rider,Female,27,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Female,77,5,Urban area,Driver or rider,Male,32,survived
Pedal cycle,Going ahead other,Cleared junction or waiting,Skidded,Other object,Other,Male,38,7,unknown,Pedestrian,Female,79,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,24,11,Urban area,Driver or rider,Male,33,survived
Car,Reversing,Leaving main road,Skidded,Other object,Journey as part of work,Male,54,4,Small town,Driver or rider,Male,54,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,from work,Female,52,5,Urban area,Driver or rider,Female,52,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Male,39,6,Urban area,Driver or rider,Female,46,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,49,7,Urban area,Pedestrian,Male,25,survived
Car,Waiting to go ,Leaving main road,Skidded ,Other object,Other,Female,49,5,Rural,Passenger,Female,89,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,37,12,Urban area,Pedestrian,Male,9,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Female,71,11,Small town,Passenger,Female,10,survived
Car,Moving off,Approaching junction or waiting,Skidded,Other object,Other,Male,38,4,Urban area,Passenger,Female,33,survived
Van ,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,38,7,Urban area,Driver or rider,Male,47,survived
Bus,Going ahead other,Cleared junction or waiting,Skidded,Other object,Other,Male,56,9,Urban area,Passenger,Female,74,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,38,7,unknown,Passenger,Female,60,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,50,14,Urban area,Driver or rider,Male,46,survived
Van ,Turning right,Leaving main road,Skidded,Other object,Journey as part of work,Male,39,5,Urban area,Passenger,Male,21,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Journey as part of work,Male,62,9,Urban area,Driver or rider,Male,42,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,20,1,Urban area,Passenger,Male,41,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,from school,Female,41,8,Urban area,Driver or rider,Male,17,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Male,21,12,Urban area,Passenger,Male,19,survived
Ridden horse,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Female,20,7,Urban area,Driver or rider,Female,20,Died
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,45,5,Urban area,Passenger,Male,7,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Female,19,2,Urban area,Passenger,Female,19,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Male,23,10,Urban area,Passenger,Female,46,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,38,8,Small town,Passenger,Female,56,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Male,26,9,unknown,Driver or rider,Male,52,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,38,7,unknown,Passenger,Female,48,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,25,10,Rural,Passenger,Male,70,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,78,14,Small town,Driver or rider,Female,78,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,41,8,Urban area,Driver or rider,Male,54,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Female,34,7,unknown,Pedestrian,Male,51,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,41,7,Urban area,Driver or rider,Female,33,survived
Car,Turning left,Leaving main road,Skidded,Other object,Other,Male,50,15,Rural,Passenger,Male,35,survived
Car,Reversing,Leaving main road,Skidded,Kerb,Journey as part of work,Female,48,8,Urban area,Driver or rider,Female,48,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,from work,Male,19,7,Small town,Driver or rider,Male,19,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Journey as part of work,Male,42,1,Urban area,Driver or rider,Female,43,Died
Car,Reversing,Leaving roundabout,Skidded,Other object,Other,Female,24,10,Urban area,Passenger,Female,24,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Female,28,7,Urban area,Driver or rider,Female,28,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,27,9,Urban area,Driver or rider,Female,42,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,38,10,unknown,Driver or rider,Male,79,survived
